ts,cpu_pct,mem_pct,latency_p99_ms,queue_depth,throughput_rps
2026-06-15T00:41:00,19.15,12.83,64.6,1050.9,2405.1
2026-06-15T00:42:00,21.32,17.37,55.01,1063.1,2412.5
2026-06-15T00:43:00,22.61,14.81,52.31,1031.2,2395.8
2026-06-15T00:44:00,18.82,10.98,56.0,1154.5,2392.4
2026-06-15T00:45:00,23.99,15.4,57.21,1085.5,2381.2
2026-06-15T00:46:00,20.11,12.96,51.73,1044.7,2419.2
2026-06-15T00:47:00,22.85,17.01,52.96,1059.7,2393.0
2026-06-15T00:48:00,18.19,17.03,49.63,1011.5,2395.8
2026-06-15T00:49:00,23.62,14.62,46.52,1038.0,2382.6
2026-06-15T00:50:00,23.66,12.19,50.39,1012.1,2385.3
2026-06-15T00:51:00,20.67,16.17,59.75,1036.4,2405.0
2026-06-15T00:52:00,18.47,16.46,51.4,1118.6,2387.0
2026-06-15T00:53:00,20.58,9.37,41.19,1065.2,2382.6
2026-06-15T00:54:00,20.63,13.39,37.46,1005.3,2387.9
2026-06-15T00:55:00,22.44,13.89,59.26,1049.0,2393.3
2026-06-15T00:56:00,19.23,15.1,56.62,1072.6,2390.7
2026-06-15T00:57:00,18.55,11.89,42.64,1012.6,2380.5
2026-06-15T00:58:00,18.8,10.84,50.35,1006.1,2419.0
2026-06-15T00:59:00,21.58,13.02,57.12,1004.6,2408.1
2026-06-15T01:00:00,16.89,12.36,42.11,1006.8,2407.6
2026-06-15T01:01:00,21.46,16.94,40.14,1059.4,2369.7
2026-06-15T01:02:00,15.96,13.04,35.76,1028.7,2371.5
2026-06-15T01:03:00,19.18,16.86,55.68,1017.1,2381.8
2026-06-15T01:04:00,21.06,15.55,56.65,1046.3,2383.0
2026-06-15T01:05:00,18.29,12.59,43.23,1024.2,2386.9
2026-06-15T01:06:00,20.05,15.66,57.94,1659.6,2386.1
2026-06-15T01:07:00,24.02,17.23,42.15,1065.3,2389.0
2026-06-15T01:08:00,20.91,16.27,51.58,1134.8,2393.5
2026-06-15T01:09:00,22.9,14.0,55.06,1048.7,2388.7
2026-06-15T01:10:00,15.36,15.69,38.16,1022.3,2404.8
2026-06-15T01:11:00,18.62,9.16,49.76,1031.1,2392.1
2026-06-15T01:12:00,13.75,12.49,57.38,1237.0,2392.8
2026-06-15T01:13:00,19.29,15.46,54.77,1126.4,2392.0
2026-06-15T01:14:00,19.59,12.68,51.73,1492.3,2384.1
2026-06-15T01:15:00,16.65,14.88,58.82,1002.1,2406.5
2026-06-15T01:16:00,16.84,14.55,56.29,1101.6,2392.2
2026-06-15T01:17:00,18.21,14.64,45.27,1081.7,2394.9
2026-06-15T01:18:00,25.77,14.79,61.55,1068.2,2387.2
2026-06-15T01:19:00,20.84,14.37,54.53,1120.2,2413.5
2026-06-15T01:20:00,24.22,15.66,48.82,1031.2,2408.4
2026-06-15T01:21:00,18.99,13.16,34.0,1159.4,2406.5
2026-06-15T01:22:00,15.88,13.33,57.54,1087.3,2399.3
2026-06-15T01:23:00,15.69,13.2,34.24,1054.1,2388.1
2026-06-15T01:24:00,22.54,11.64,41.56,1015.7,2439.0
2026-06-15T01:25:00,17.87,11.73,39.88,1222.4,2401.9
2026-06-15T01:26:00,23.77,13.43,54.52,1180.8,2399.4
2026-06-15T01:27:00,19.27,14.91,54.46,1073.8,2414.7
2026-06-15T01:28:00,14.73,19.47,58.03,1017.3,2394.8
2026-06-15T01:29:00,19.72,14.98,64.26,1021.3,2378.7
2026-06-15T01:30:00,18.75,14.74,55.62,1252.3,2405.3
2026-06-15T01:31:00,20.37,16.72,44.41,1073.4,2390.1
2026-06-15T01:32:00,12.98,14.3,50.85,1048.6,2395.4
2026-06-15T01:33:00,21.17,13.97,58.59,1060.9,2404.0
2026-06-15T01:34:00,17.33,14.01,53.71,1006.5,2411.7
2026-06-15T01:35:00,19.2,16.26,48.27,1221.0,2393.6
2026-06-15T01:36:00,24.46,11.4,51.23,1069.9,2402.8
2026-06-15T01:37:00,19.87,13.92,45.56,1024.9,2381.8
2026-06-15T01:38:00,22.89,14.65,27.89,1004.1,2399.8
2026-06-15T01:39:00,19.21,14.77,53.38,1021.6,2431.0
2026-06-15T01:40:00,20.74,11.09,54.97,1054.4,2399.7
2026-06-15T01:41:00,19.13,13.19,55.11,1203.1,2402.9
2026-06-15T01:42:00,16.98,18.75,54.85,1057.1,2399.8
2026-06-15T01:43:00,16.2,17.15,33.97,1096.8,2404.8
2026-06-15T01:44:00,22.63,17.24,57.22,1202.2,2391.7
2026-06-15T01:45:00,18.52,14.5,50.97,1224.1,2370.0
2026-06-15T01:46:00,17.11,11.83,52.21,1087.3,2391.8
2026-06-15T01:47:00,19.19,12.95,54.57,1025.4,2380.4
2026-06-15T01:48:00,20.61,15.13,66.64,1408.5,2398.1
2026-06-15T01:49:00,14.04,12.87,40.52,1060.3,2387.7
2026-06-15T01:50:00,21.1,14.29,41.89,1339.3,2379.5
2026-06-15T01:51:00,23.77,10.9,43.98,1024.7,2374.9
2026-06-15T01:52:00,17.78,14.4,57.2,1069.8,2390.9
2026-06-15T01:53:00,18.72,14.49,56.53,1063.9,2396.5
2026-06-15T01:54:00,25.73,14.42,41.41,1073.1,2397.4
2026-06-15T01:55:00,23.69,13.62,46.32,1053.3,2415.8
2026-06-15T01:56:00,18.02,12.32,46.08,1097.8,2412.8
2026-06-15T01:57:00,27.71,15.52,30.05,1078.4,2419.7
2026-06-15T01:58:00,21.71,17.3,45.11,1035.9,2404.2
2026-06-15T01:59:00,25.42,14.32,44.55,1235.8,2402.9
2026-06-15T02:00:00,24.1,14.1,55.22,1016.1,2429.0
2026-06-15T02:01:00,17.72,13.77,62.69,1077.2,2418.8
2026-06-15T02:02:00,23.1,15.02,55.86,1013.1,2386.6
2026-06-15T02:03:00,23.87,14.77,50.26,1009.2,2404.7
2026-06-15T02:04:00,14.83,10.08,68.12,1176.2,2400.9
2026-06-15T02:05:00,18.29,14.52,58.08,1091.9,2405.8
2026-06-15T02:06:00,22.17,15.48,55.21,1005.3,2381.4
2026-06-15T02:07:00,21.55,11.16,53.23,1120.0,2409.1
2026-06-15T02:08:00,21.84,11.77,48.73,1140.2,2386.3
2026-06-15T02:09:00,24.12,16.21,48.36,1258.9,2386.4
2026-06-15T02:10:00,21.21,15.74,45.98,1137.5,2401.6
2026-06-15T02:11:00,13.72,13.7,43.67,1448.5,2377.6
2026-06-15T02:12:00,21.91,11.79,47.99,1082.3,2392.6
2026-06-15T02:13:00,23.43,16.03,41.76,1158.6,2383.4
2026-06-15T02:14:00,19.49,16.84,50.86,1064.3,2345.1
2026-06-15T02:15:00,27.0,13.35,52.94,1189.3,2391.7
2026-06-15T02:16:00,17.33,14.13,50.21,1002.4,2393.9
2026-06-15T02:17:00,18.5,16.36,49.62,1099.6,2395.7
2026-06-15T02:18:00,20.93,12.01,38.24,1025.1,2380.5
2026-06-15T02:19:00,26.23,15.14,55.46,1089.2,2393.5
2026-06-15T02:20:00,18.97,14.47,49.79,1024.0,2396.9
2026-06-15T02:21:00,23.94,15.47,63.53,1057.3,2387.8
2026-06-15T02:22:00,19.5,16.1,47.36,1044.4,2377.2
2026-06-15T02:23:00,20.77,12.03,55.59,1039.9,2406.5
2026-06-15T02:24:00,15.13,14.35,57.66,1013.5,2393.3
2026-06-15T02:25:00,20.72,8.05,52.54,1136.3,2403.8
2026-06-15T02:26:00,21.57,15.41,58.84,1036.4,2407.8
2026-06-15T02:27:00,18.17,13.08,42.42,1210.6,2384.0
2026-06-15T02:28:00,22.31,12.3,63.67,1177.6,2390.2
2026-06-15T02:29:00,17.53,13.64,51.36,1032.0,2401.3
2026-06-15T02:30:00,18.63,12.46,51.41,1007.4,2374.2
2026-06-15T02:31:00,19.07,17.02,38.97,1313.1,2375.6
2026-06-15T02:32:00,25.9,17.46,42.28,1110.2,2379.5
2026-06-15T02:33:00,23.53,10.86,48.68,1108.8,2400.9
2026-06-15T02:34:00,20.17,13.93,45.56,1092.6,2406.3
2026-06-15T02:35:00,14.33,13.78,51.87,1044.2,2404.6
2026-06-15T02:36:00,20.89,15.5,48.34,1005.3,2375.3
2026-06-15T02:37:00,19.14,10.9,51.72,1202.0,2410.9
2026-06-15T02:38:00,24.86,17.21,42.06,1188.4,2389.5
2026-06-15T02:39:00,21.81,16.28,54.0,1255.6,2394.9
2026-06-15T02:40:00,22.23,12.68,63.05,1360.1,2387.2
2026-06-15T02:41:00,17.95,11.68,47.83,1024.0,2402.4
2026-06-15T02:42:00,24.6,8.49,59.96,1025.0,2425.8
2026-06-15T02:43:00,17.15,15.05,51.05,1035.1,2400.3
2026-06-15T02:44:00,20.31,14.21,53.97,1167.2,2395.7
2026-06-15T02:45:00,20.43,12.47,41.01,1053.6,2387.3
2026-06-15T02:46:00,19.92,15.58,54.24,1225.6,2395.9
2026-06-15T02:47:00,19.19,14.11,52.02,1027.7,2381.6
2026-06-15T02:48:00,17.58,14.28,66.85,1214.6,2427.5
2026-06-15T02:49:00,26.14,11.76,56.9,1404.3,2391.1
2026-06-15T02:50:00,17.27,14.4,57.48,1056.1,2371.2
2026-06-15T02:51:00,20.77,11.58,41.28,1046.5,2381.3
2026-06-15T02:52:00,15.92,14.55,50.55,1008.2,2402.0
2026-06-15T02:53:00,23.75,11.11,49.3,1036.1,2411.8
2026-06-15T02:54:00,15.52,14.92,54.93,1019.2,2376.0
2026-06-15T02:55:00,21.94,12.92,39.7,1007.5,2401.5
2026-06-15T02:56:00,18.46,16.98,49.15,1243.4,2384.9
2026-06-15T02:57:00,19.12,13.91,53.96,1027.6,2380.5
2026-06-15T02:58:00,17.03,15.98,54.62,1165.3,2391.2
2026-06-15T02:59:00,18.97,14.49,45.5,1089.9,2396.0
2026-06-15T03:00:00,21.93,15.87,50.61,1014.4,2390.5
2026-06-15T03:01:00,24.45,14.47,38.9,1092.5,2401.7
2026-06-15T03:02:00,22.16,12.18,44.76,1204.0,2387.8
2026-06-15T03:03:00,18.98,13.14,46.07,1017.2,2389.2
2026-06-15T03:04:00,21.62,14.44,48.5,1056.7,2399.7
2026-06-15T03:05:00,18.22,14.45,41.97,1049.6,2408.7
2026-06-15T03:06:00,18.49,14.39,43.21,1024.2,2374.5
2026-06-15T03:07:00,22.88,17.76,58.34,1232.2,2429.3
2026-06-15T03:08:00,19.3,16.03,54.62,1052.5,2396.5
2026-06-15T03:09:00,21.72,11.11,46.06,1092.4,2401.4
2026-06-15T03:10:00,19.6,14.75,46.87,1003.2,2384.0
2026-06-15T03:11:00,16.96,15.61,58.38,1083.4,2406.8
2026-06-15T03:12:00,18.34,12.57,49.74,1001.8,2398.7
2026-06-15T03:13:00,24.4,13.81,63.16,1026.6,2388.3
2026-06-15T03:14:00,23.09,12.33,43.65,1006.1,2398.8
2026-06-15T03:15:00,16.44,14.53,53.32,1124.0,2395.9
2026-06-15T03:16:00,19.98,12.68,52.57,1039.1,2425.3
2026-06-15T03:17:00,16.11,11.83,37.43,1019.4,2399.7
2026-06-15T03:18:00,21.05,14.14,43.28,1274.8,2398.3
2026-06-15T03:19:00,17.64,13.61,40.07,1018.8,2435.4
2026-06-15T03:20:00,15.61,15.09,53.98,1014.9,2423.4
2026-06-15T03:21:00,20.98,16.06,48.77,1063.1,2401.4
2026-06-15T03:22:00,14.03,15.54,46.92,1167.5,2398.6
2026-06-15T03:23:00,10.48,15.28,59.92,1151.9,2391.2
2026-06-15T03:24:00,17.15,15.14,36.15,1137.6,2411.8
2026-06-15T03:25:00,24.89,12.58,43.18,1113.9,2411.7
2026-06-15T03:26:00,19.57,15.1,44.99,1252.9,2397.5
2026-06-15T03:27:00,20.01,16.73,41.0,1011.1,2378.3
2026-06-15T03:28:00,23.66,17.1,32.87,1031.7,2383.4
2026-06-15T03:29:00,15.21,13.35,36.07,1142.1,2419.0
2026-06-15T03:30:00,18.0,12.05,59.58,1090.1,2377.2
2026-06-15T03:31:00,15.27,15.87,50.91,1195.1,2393.5
2026-06-15T03:32:00,21.13,14.84,47.48,1093.9,2399.4
2026-06-15T03:33:00,19.4,15.12,49.71,1507.5,2397.5
2026-06-15T03:34:00,24.68,15.31,38.47,1039.0,2423.3
2026-06-15T03:35:00,22.58,17.81,53.67,1030.0,2420.1
2026-06-15T03:36:00,19.45,12.87,42.13,1131.3,2402.4
2026-06-15T03:37:00,17.71,15.22,51.31,1107.9,2403.2
2026-06-15T03:38:00,18.64,11.7,45.88,1129.8,2368.8
2026-06-15T03:39:00,21.58,13.44,52.32,1168.1,2386.9
2026-06-15T03:40:00,25.31,16.93,60.08,1068.6,2410.6
2026-06-15T03:41:00,21.14,16.62,43.47,1005.3,2420.3
2026-06-15T03:42:00,17.45,13.86,45.02,1041.9,2400.7
2026-06-15T03:43:00,18.27,13.26,40.63,1002.7,2411.8
2026-06-15T03:44:00,20.43,11.21,36.98,1127.4,2413.5
2026-06-15T03:45:00,18.15,11.37,41.19,1116.3,2408.3
2026-06-15T03:46:00,23.93,15.63,52.08,1072.4,2427.3
2026-06-15T03:47:00,20.94,15.09,43.03,1159.5,2375.4
2026-06-15T03:48:00,24.13,14.5,31.45,1181.3,2386.4
2026-06-15T03:49:00,18.3,16.53,50.67,1087.8,2412.6
2026-06-15T03:50:00,22.47,13.97,36.21,1134.2,2427.4
2026-06-15T03:51:00,20.67,12.28,47.17,1425.7,2393.7
2026-06-15T03:52:00,22.84,11.64,45.54,1038.7,2408.9
2026-06-15T03:53:00,24.83,15.98,55.83,1126.3,2394.8
2026-06-15T03:54:00,19.01,15.95,41.73,1191.1,2405.7
2026-06-15T03:55:00,19.52,13.45,60.26,1012.7,2376.0
2026-06-15T03:56:00,22.94,11.41,75.22,1004.7,2398.5
2026-06-15T03:57:00,15.57,13.28,52.46,1148.2,2376.6
2026-06-15T03:58:00,17.37,15.47,56.38,1084.8,2422.1
2026-06-15T03:59:00,17.11,10.5,56.03,1004.0,2408.3
2026-06-15T04:00:00,28.19,14.98,42.71,1222.8,2398.9
2026-06-15T04:01:00,20.47,12.36,40.93,1139.4,2390.7
2026-06-15T04:02:00,23.53,13.25,46.56,1177.0,2415.5
2026-06-15T04:03:00,17.88,14.08,37.76,1017.9,2464.5
2026-06-15T04:04:00,20.61,15.9,55.84,1019.9,2400.6
2026-06-15T04:05:00,21.9,13.63,44.7,1082.7,2377.7
2026-06-15T04:06:00,18.51,11.73,56.95,1030.3,2402.9
2026-06-15T04:07:00,15.68,13.7,31.4,1265.1,2397.9
2026-06-15T04:08:00,21.56,18.95,43.61,1073.2,2398.4
2026-06-15T04:09:00,18.46,12.05,53.77,1028.2,2398.3
2026-06-15T04:10:00,13.91,11.75,37.63,1142.9,2401.3
2026-06-15T04:11:00,22.16,13.38,64.55,1076.0,2411.2
2026-06-15T04:12:00,19.04,11.22,39.93,1240.9,2412.6
2026-06-15T04:13:00,18.19,11.77,42.64,1048.7,2423.6
2026-06-15T04:14:00,19.41,13.14,46.56,1022.7,2405.8
2026-06-15T04:15:00,20.36,13.53,46.58,1074.7,2386.3
2026-06-15T04:16:00,17.75,10.56,43.04,1082.2,2407.3
2026-06-15T04:17:00,18.46,13.89,39.74,1075.0,2395.4
2026-06-15T04:18:00,19.86,14.53,66.57,1094.9,2385.2
2026-06-15T04:19:00,15.84,13.93,56.6,1044.5,2440.3
2026-06-15T04:20:00,18.45,12.71,54.21,1220.9,2388.5
2026-06-15T04:21:00,24.2,14.17,34.1,1017.2,2410.0
2026-06-15T04:22:00,21.49,12.81,53.31,1103.3,2405.9
2026-06-15T04:23:00,16.37,16.0,45.46,1147.1,2421.6
2026-06-15T04:24:00,21.35,19.38,57.97,1017.5,2402.9
2026-06-15T04:25:00,20.41,16.01,32.18,1150.5,2385.9
2026-06-15T04:26:00,20.74,12.97,51.08,1045.4,2408.9
2026-06-15T04:27:00,21.78,15.56,44.41,1028.7,2404.1
2026-06-15T04:28:00,16.78,15.02,44.58,1021.6,2395.3
2026-06-15T04:29:00,19.37,11.85,48.92,1343.0,2395.3
2026-06-15T04:30:00,18.47,11.73,60.9,1109.5,2420.4
2026-06-15T04:31:00,26.04,15.33,42.93,1039.8,2413.8
2026-06-15T04:32:00,20.46,14.34,35.13,1003.3,2388.8
2026-06-15T04:33:00,18.87,12.9,37.65,1206.5,2414.8
2026-06-15T04:34:00,20.2,12.75,55.01,1310.3,2413.6
2026-06-15T04:35:00,26.02,12.66,68.33,1006.5,2392.6
2026-06-15T04:36:00,22.89,15.81,36.52,1012.3,2397.8
2026-06-15T04:37:00,24.68,14.98,51.36,1015.2,2399.4
2026-06-15T04:38:00,17.33,11.18,66.79,1132.9,2408.7
2026-06-15T04:39:00,22.6,13.57,52.8,1065.6,2379.2
2026-06-15T04:40:00,24.75,12.3,48.6,1040.1,2401.1
2026-06-15T04:41:00,20.71,14.35,43.35,1037.6,2382.7
2026-06-15T04:42:00,17.52,15.87,40.51,1068.5,2413.4
2026-06-15T04:43:00,19.1,8.48,37.17,1251.7,2387.7
2026-06-15T04:44:00,20.92,12.94,53.7,1314.1,2407.2
2026-06-15T04:45:00,21.91,10.75,36.64,1150.7,2429.2
2026-06-15T04:46:00,17.09,16.55,46.36,1095.7,2413.9
2026-06-15T04:47:00,26.39,12.23,57.65,1060.4,2417.2
2026-06-15T04:48:00,15.51,13.05,56.36,1163.2,2392.4
2026-06-15T04:49:00,22.0,11.42,47.71,1015.0,2384.9
2026-06-15T04:50:00,20.66,15.09,40.33,1149.9,2386.3
2026-06-15T04:51:00,24.91,17.08,43.39,1154.3,2405.9
2026-06-15T04:52:00,21.74,15.97,52.15,1046.5,2399.2
2026-06-15T04:53:00,21.16,14.73,58.26,1273.2,2412.7
2026-06-15T04:54:00,16.51,13.37,53.27,1093.3,2408.1
2026-06-15T04:55:00,21.76,15.84,60.96,1029.9,2411.2
2026-06-15T04:56:00,22.16,11.08,44.67,1043.8,2418.8
2026-06-15T04:57:00,20.94,12.17,46.81,1124.7,2377.9
2026-06-15T04:58:00,20.77,10.48,69.75,1136.8,2430.0
2026-06-15T04:59:00,17.08,11.13,44.89,1103.9,2411.0
2026-06-15T05:00:00,20.45,15.24,52.19,1133.7,2403.2
2026-06-15T05:01:00,19.55,13.44,59.3,1003.6,2407.0
2026-06-15T05:02:00,20.19,15.87,69.31,1159.7,2435.5
2026-06-15T05:03:00,18.65,12.08,36.39,1047.8,2403.3
2026-06-15T05:04:00,19.36,14.26,47.29,1033.2,2398.9
2026-06-15T05:05:00,20.38,14.57,63.3,1092.7,2355.6
2026-06-15T05:06:00,22.9,12.46,46.58,1041.8,2395.7
2026-06-15T05:07:00,17.92,15.6,37.1,1093.9,2383.7
2026-06-15T05:08:00,13.62,14.86,43.39,1015.2,2408.5
2026-06-15T05:09:00,16.0,14.33,42.45,1051.1,2384.8
2026-06-15T05:10:00,19.19,15.5,68.37,1354.8,2394.5
2026-06-15T05:11:00,15.86,14.41,54.41,1073.4,2393.6
2026-06-15T05:12:00,20.61,13.73,53.52,1215.0,2395.2
2026-06-15T05:13:00,13.77,12.96,52.52,1036.9,2414.0
2026-06-15T05:14:00,19.06,15.44,36.77,1130.6,2399.0
2026-06-15T05:15:00,17.51,13.44,47.87,1226.3,2424.5
2026-06-15T05:16:00,21.65,14.62,53.26,1136.7,2406.6
2026-06-15T05:17:00,22.04,14.33,49.37,1066.0,2430.2
2026-06-15T05:18:00,22.54,14.28,36.68,1005.9,2399.7
2026-06-15T05:19:00,23.97,14.47,36.28,1212.4,2401.7
2026-06-15T05:20:00,17.39,13.97,54.1,1065.1,2417.4
2026-06-15T05:21:00,16.82,10.88,46.56,1223.5,2413.4
2026-06-15T05:22:00,19.67,14.2,43.07,1031.7,2427.6
2026-06-15T05:23:00,22.65,11.02,45.31,1053.7,2395.9
2026-06-15T05:24:00,26.1,12.1,41.05,1082.4,2404.9
2026-06-15T05:25:00,24.71,14.97,49.87,1230.8,2394.1
2026-06-15T05:26:00,20.7,9.78,66.91,1072.2,2411.7
2026-06-15T05:27:00,23.29,15.19,47.64,1039.1,2430.4
2026-06-15T05:28:00,21.24,18.21,60.45,1004.1,2413.0
2026-06-15T05:29:00,19.95,14.31,56.98,1031.4,2418.3
2026-06-15T05:30:00,19.4,13.58,53.8,1031.4,2392.6
2026-06-15T05:31:00,20.17,13.16,51.6,1004.3,2417.8
2026-06-15T05:32:00,22.38,12.65,46.63,1030.2,2410.8
2026-06-15T05:33:00,22.95,14.93,46.57,1174.3,2401.1
2026-06-15T05:34:00,12.13,16.17,64.61,1000.5,2404.8
2026-06-15T05:35:00,20.26,13.71,26.51,1049.2,2395.3
2026-06-15T05:36:00,13.99,12.93,42.89,1151.3,2388.6
2026-06-15T05:37:00,19.71,13.54,61.29,1071.2,2398.7
2026-06-15T05:38:00,23.29,14.17,53.09,1242.9,2443.2
2026-06-15T05:39:00,16.19,15.76,59.88,1002.4,2411.5
2026-06-15T05:40:00,17.13,13.33,42.73,1242.1,2400.5
2026-06-15T05:41:00,22.04,12.27,55.68,1040.2,2395.2
2026-06-15T05:42:00,15.15,12.54,52.79,1013.4,2381.3
2026-06-15T05:43:00,17.48,11.95,53.02,1211.0,2420.2
2026-06-15T05:44:00,18.23,14.47,64.39,1161.9,2417.3
2026-06-15T05:45:00,14.19,14.37,37.56,1040.2,2412.4
2026-06-15T05:46:00,17.43,11.75,47.24,1020.5,2405.6
2026-06-15T05:47:00,20.92,13.62,51.03,1027.1,2401.3
2026-06-15T05:48:00,13.04,15.08,52.64,1193.5,2422.7
2026-06-15T05:49:00,18.76,17.25,58.67,1177.2,2394.5
2026-06-15T05:50:00,18.53,12.24,47.3,1116.7,2376.6
2026-06-15T05:51:00,18.45,12.78,51.09,1039.1,2407.9
2026-06-15T05:52:00,20.25,14.88,48.38,1688.9,2399.0
2026-06-15T05:53:00,20.93,15.13,59.67,1073.7,2381.9
2026-06-15T05:54:00,23.06,13.09,39.78,1018.0,2408.3
2026-06-15T05:55:00,17.84,14.64,56.09,1373.4,2394.4
2026-06-15T05:56:00,19.1,14.04,47.07,1005.2,2417.5
2026-06-15T05:57:00,18.43,12.85,57.22,1039.6,2409.1
2026-06-15T05:58:00,22.91,15.61,47.5,1009.4,2392.6
2026-06-15T05:59:00,18.39,12.9,54.72,1181.9,2410.0
2026-06-15T06:00:00,20.27,21.42,50.12,1071.2,2425.9
2026-06-15T06:01:00,19.25,14.74,60.46,1134.8,2393.3
2026-06-15T06:02:00,18.56,13.07,43.19,1042.2,2410.6
2026-06-15T06:03:00,18.59,17.58,52.49,1181.8,2391.0
2026-06-15T06:04:00,23.73,9.38,46.26,1063.8,2416.1
2026-06-15T06:05:00,18.05,15.12,51.14,1006.2,2399.1
2026-06-15T06:06:00,22.36,16.49,52.71,1016.3,2366.7
2026-06-15T06:07:00,21.4,16.86,50.27,1176.1,2408.1
2026-06-15T06:08:00,19.93,13.93,62.28,1130.7,2393.4
2026-06-15T06:09:00,23.78,13.14,52.08,1071.7,2405.1
2026-06-15T06:10:00,21.3,15.65,49.75,1187.7,2422.1
2026-06-15T06:11:00,20.3,12.35,41.43,1010.3,2382.7
2026-06-15T06:12:00,17.69,13.63,62.2,1082.9,2401.1
2026-06-15T06:13:00,19.44,12.34,47.74,1079.3,2410.5
2026-06-15T06:14:00,16.8,15.05,38.1,1026.3,2406.7
2026-06-15T06:15:00,22.13,13.38,50.39,1281.0,2400.4
2026-06-15T06:16:00,23.81,15.35,52.85,1013.5,2419.6
2026-06-15T06:17:00,19.39,13.1,58.88,1034.2,2376.6
2026-06-15T06:18:00,17.99,12.49,49.17,1030.2,2387.6
2026-06-15T06:19:00,21.31,13.21,38.81,1057.8,2419.3
2026-06-15T06:20:00,21.65,11.14,48.02,1044.7,2410.2
2026-06-15T06:21:00,15.35,16.18,51.16,1174.5,2400.3
2026-06-15T06:22:00,18.83,14.42,41.46,1066.0,2405.3
2026-06-15T06:23:00,19.9,15.0,56.06,1049.1,2413.1
2026-06-15T06:24:00,18.92,14.42,56.74,1013.1,2406.1
2026-06-15T06:25:00,18.65,13.97,49.84,1042.9,2416.8
2026-06-15T06:26:00,20.73,14.17,55.9,1014.8,2389.4
2026-06-15T06:27:00,21.62,12.54,39.96,1078.7,2402.0
2026-06-15T06:28:00,17.29,16.22,54.29,1135.2,2398.7
2026-06-15T06:29:00,19.55,10.6,51.96,1157.0,2398.4
2026-06-15T06:30:00,21.2,13.31,56.79,1111.2,2411.5
2026-06-15T06:31:00,20.34,13.98,48.64,1124.4,2398.4
2026-06-15T06:32:00,23.62,16.45,53.07,1121.2,2411.3
2026-06-15T06:33:00,22.86,13.66,43.59,1182.6,2375.7
2026-06-15T06:34:00,15.95,11.51,44.13,1178.2,2419.5
2026-06-15T06:35:00,20.5,12.77,61.2,1004.6,2422.7
2026-06-15T06:36:00,19.12,11.21,44.52,1181.7,2386.7
